"name","placename","street","zip","city","openingHours","phone","fax","mail","web","facebook","speakerPrivate","speakerPublic","spokenLanguages","description","category_horbz","category","subCategory","lat","lon"
"Suchtberatungs- und -behandlungsstelle der Diakonie Kamenz, Diakonisches Werk Kamenz e.V.","Diakonie - Sozialstation","Poststraße 5","01896","Pulsnitz","Donnerstag 13.00 Uhr - 17.00 Uhr; Beratung nach telefonischer Terminvereinbarung","035955 749415",,"sbb.dw-kamenz@evlks.de","http://www.diakonie-kamenz.de/suchtberatungs-_und_-behandlungsstelle_wann_wo_de.html",,"Kerstin Rayczyk","Kerstin Rayczyk","Deutsch","Unsere Selbsthilfekontaktstelle ist Ansprechpartner für alle Fragen im Hinblick auf Selbsthilfe. In unserer Selbsthilfekontaktstelle können Interessierte, Betroffene und Selbsthilfegruppen (SHG) sowie Initiativen und Vereine, Beratung und Hilfe bei der Bewältigung von Problemen erhalten. Wir unterstützen Selbsthilfegruppen und -initiativen bei Gründung, Begleitung, Öffentlichkeitsarbeit und Organisation. Auch die Vernetzung mit Ämtern, Institutionen und Politik ist eine unserer Aufgaben. Erfahrungen austauschen, voneinander lernen, sich gegenseitig ermutigen und entlasten, gemeinsam Fähigkeiten aneignen, um so den Alltag besser zu meistern: das ist Selbsthilfe. Folgende Selbsthilfegruppen nach Themen gibt es: chronische Erkrankungen, Menschen mit Behinderungen, psychosoziale Bereiche, Sucht , Angehörigenhilfe, Soziale und Seniorenselbsthilfe.","Beratung","df402493-f467-4472-8b98-9038d2ac967e",,"51.185093","14.014123"
"Diakonisches Werk Pirna e.V. - Jugendmigrationsdienst Pirna",,"Fichtestraße 8","01917","Kamenz","Sprechzeiten in Kamenz: Donnerstag 09.00 Uhr - 12.00 Uhr und 13.00 Uhr - 17.00 Uhr sowie nach Vereinbarung ","03578 3854-23",,"jmd@diakonie-pirna.de ","http://www.diakonie-kamenz.de/beratungsdienste_angebote_fuer_migranten_de.html",,"Katrin Niederlag","Katrin Niederlag","Deutsch, Englisch, Russisch","Wir beraten, begleiten, informieren und unterstützen junge Menschen mit Migrationshintergrund im Alter von 12 bis 27 Jahren. Wir helfen bei der sprachlichen, beruflichen und sozialen Eingliederung. Wir geben Orientierungshilfen in allgemeinen Integrationsangelegenheiten, bei der Ausbildungs- und Berufswahl. Wir bieten Informationsveranstaltungen zu verschiedenen Themen sowie Bewerbungstrainings an. Schwerpunkte: - allgemeine Beratung in persönlichen und finanziellen Fragen,  Informationen zu Ausbildungssystem und Arbeitsmarkt, - berufliche Orientierung, -  Bewerbungshilfe, - Anerkennung ausländischer Abschlüsse ","Beratung","df402493-f467-4472-8b98-9038d2ac967e",,"51.272953","14.107289"
"Schwangeren- und Familienberatung der Diakonie Kamenz, Diakonisches Werk Kamenz e.V.",,"Fichtestraße 8","01917","Kamenz","Montag vormittags nach Vereinbarung und 14.00 Uhr - 18.00 Uhr, Dienstag 9.00 Uhr - 12.00 Uhr und 14.00 Uhr - 16.00 Uhr, Mittwochnach Vereinbarung,Donnerstag 9.00 Uhr - 12.00 Uhr und nachmittags nach Vereinbarung, Freitag  9.00 Uhr - 12.00 Uhr und nachmitt","03578 3854-40","03578 3854-41","sfb.dw-kamenz@evlks.de","http://www.diakonie-kamenz.de/beratungsdienste_schwangeren-_und_familienberatung_de.html",,,,"Deutsch","Beratung zu rechtlichen, psychosozialen und medizinischen Fragen, Beratung zu Fragen der Familienplanung, Empfängnisverhütung und Sexualität , Unterstützung bei der Vermittlung finanzieller Hilfen für Schwangere und Familien, Beratung im Zusammenhang mit vorgeburtlichen Untersuchungen, Beratung nach Schwangerschaftsabbruch, Unterstützung bei der Bewältigung von Fehl- und Totgeburte , Schwangerschaftskonfliktberatung nach § 219 StGB, Paar- und Lebensberatung, Gruppenveranstaltungen und Sexualpädagogik, Beratung zu Kuren für Mütter, Väter bzw. Schwangere. Die Beratung ist kostenfrei und unabhängig von Religion oder Weltanschauung. Wir unterliegen der gesetzlichen Schweigepflicht und beraten Sie auf Wunsch anonym.K57","Beratung","df402493-f467-4472-8b98-9038d2ac967e",,"51.272953","14.107289"
"Stadtbibliothek Radeberg",,"Hauptstr. 2","01454","Radeberg","Montag11 - 18 Uhr, Dienstag10 - 18 Uhr, Donnerstag11 - 18 Uhr, Freitag10 - 18 Uhr","(03528) 44 23 80",,"bibliothek@radeberg.de","http://www.radeberg.de/inhalte/radeberg/_inhalt/bildung_soziales/bibliothek/bibliothek",,,,"Deutsch","Die Stadtbibliothek Radeberg bietet durch ihre technisch moderne und behindertengerechte Ausstattung für Sie eine komfortable Nutzung und schafft Raum zum Lernen und Entspannen. Der Bestand bietet ein umfassendes Angebot an Romanen, Kinderbüchern, Fachliteratur sowie audiovisuelle Medien (DVD, CD, CD-ROM, Wii-Spiele).In der Stadtbibliothek Radeberg finden jedes Jahr eine Reihe von Veranstaltungen statt, wie z. B.: Klassenführungen mit Interneteinführung, Autorenlesungen, Vorlesenachmittage für Kinder, lit. Veranstaltungen für Erwachsene, Bücherflohmarkt, Ausstellungen zu aktuellen Themen in Bibliotheksräumen. Außerdem ist in der Bibliothek ständig wechselnde Ausstellungen, organisiert vom Kunstverein Radeberg e. V.","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.08304","13.90118"
"Stadtbibliothek Radeberg - Außenstelle Liegau-Augustusbad",,"Rödertalstraße 73","01454","Radeberg","Dienstag 13 - 18 Uhr, Donnerstag 13 - 18 Uhr",,,"bibliothek@radeberg.de","http://www.radeberg.de/inhalte/radeberg/_inhalt/bildung_soziales/bibliothek/bibliothek",,,,"Deutsch","Angebot an Romanen, Kinderbüchern, Fachliteratur sowie audiovisuelle Medien (DVD, CD, CD-ROM, Wii-Spiele).In der Stadtbibliothek Radeberg finden jedes Jahr eine Reihe von Veranstaltungen statt, wie z. B.: Klassenführungen mit Interneteinführung, Autorenlesungen, Vorlesenachmittage für Kinder, lit. Veranstaltungen für Erwachsene, Bücherflohmarkt, Ausstellungen zu aktuellen Themen in Bibliotheksräumen. Außerdem ist in der Bibliothek ständig wechselnde Ausstellungen, organisiert vom Kunstverein Radeberg e. V.","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.13759","13.90067"
"Brigitte-Reimann Stadtbibliothek Hoyerswerda",,"Dietrich-Bonhoeffer-Straße 6","02977","Hoyerswerda","Montag 13.00 bis 18.00 Uhr, Dienstag 10.00 bis 19.00 Uhr, Donnerstag 10.00 bis 19.00 Uhr, Freitag 10.00 bis 18.00 Uhr, Samstag 10.00 bis 13.00 Uhr","03571 / 60 77 53","03571 / 60 79 55 9","info@bibliothek-hy.de","www.bibliothek-hy.de",,"Annekathrin Trojahn","Annekathrin Trojahn","Deutsch","Mit rund 70.000 Medieneinheiten, mehr als 300.000 Entleihungen und ca. 100.000 Besuchern im Jahr, gehört die Brigitte-Reimann Stadtbibliothek zu den zehn Bibliotheken, die bundesweit viermal Gold in allen vier erreichbaren Katergorien, Nutzung, Angebot, Wirtschaftlichkeit und Entwicklungspotential, erhielten. Das Herz des Bestandes bildet nach wie vor das „Lesefutter“ – vom Bilderbuch bis zum 1000-Seiten Schmöker. Die inhaltlich wie technisch moderne Bibliothek, bietet auf zwei Etagen und über tausend Quadratmetern aber auch zahlreiche andere Medien, wie Gesellschaftsspiele, Zeitschriften, Hörbücher, DVD und Blu-ray Disc sowie Konsolenspiele. Im Internet-Café hat der Leser (übrigens auch ohne gültigen Benutzerausweis) Zugriff auf ca. 70 Zeitschriftentitel vom Anglerblatt „Blinker“ bis zum Einrichtungsjournal „Zu Hause wohnen“.","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.43637","14.25677"
"Stadtbibliothek Bischofswerda",,"Dresdener Straße 1","01877","Bischofswerda","Montag 10-18 Uhr, Dienstag 12-18 Uhr, Donnerstag 10-18 Uhr, Freitag 10-13 Uhr","03594 786-160",,"stadtbibliothek@bischofswerda.de","http://www.bischofswerda.de/kultur-freizeit-und-tourismus/bibliothek.html",,,,"Deutsch","Die Bibliothek ist eine der ältesten Kultur- und Bildungseinrichtungen der Stadt Bischofswerda.Auf einer Fläche von ca. 500 m² stehen den Besuchern ca. 33.000 Medien zur Verfügung. Der Bestand der Bibliothek wird ständig auf dem Laufenden gehalten. Dabei wird die Nachfrage der Leser und der Trend auf dem Literatur- und Medienmarkt natürlich berücksichtigt. Die Stadtbibliothek Bischofswerda ist auch im Bibo-Sax, dem Medienkatalog der öffentlichen Bibliotheken Sachsen, zu finden. Leserwünsche können somit auch aus anderen Bibliotheken realisiert werden. Unsere Bibliothek bietet Ihnen eine große Auswahl an Belletristik für Erwachsene, Jugendliche und Kinder, Sachliteratur für jede Altersklasse, Zeitschriften, DVDs, Musik-CDs, Wii- und PC-Spiele. ","Arbeit und Bildung","d29bbe86-ecd6-42df-8054-70a90ec7b535",,"51.12697","14.17894"
"Krankenhaus Bautzen Oberlausitz Kliniken gGmbH",,"Am Stadtwall 3","02625","Bautzen",,"(03591) 363 - 0","(03591) 363 - 2455","info@oberlausitz-kliniken.de","http://www.oberlausitz-kliniken.de/Krankenhaus-Bautzen.9.0.html","https://www.facebook.com/pages/Oberlausitz-Klinikum-Bautzen/155484731172937?fref=ts",,,"Deutsch","Das Krankenhaus Bautzen besteht aus folgenden Klinikteilen: Medizinische Klinik I (Schwerpunkt Herz-Kreislauf-System), Medizinische Klinik II, Chirurgische Klinik, HNO-Klinik, Urologische Klinik, Klinik für Frauenheilkunde und Geburtshilfe, Klinik für Kinder- und Jugendmedizin, Klinik für Anästhesiologie und Intensivtherapie, Augenklinik.","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.18436","14.430628"
"Krankenhaus Bischofswerda Oberlausitz Kliniken gGmbH",,"Kamenzer Straße 55","01877","Bischofswerda",,"(03594) 787 - 0","(03594) 787 - 3177","info@oberlausitz-kliniken.de","http://www.oberlausitz-kliniken.de/Krankenhaus-Bautzen.9.0.html","https://www.facebook.com/pages/Oberlausitz-Klinikum-Bautzen/155484731172937?fref=ts",,,"Deutsch","Das Krankenhaus Bischofswerda besteht aus folgenden Klinikteilen: Medizinische Klinik, Klinik für Frauenheilkunde und Geburtshilfe,  Chirurgische Klinik und Klinik für Anästhesiologie und Intensivtherapie.","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.13594","14.17925"
"Lausitzer Seenland Klinikum",,"Maria-Grollmuß-Straße 10","02977","Hoyerswerda",,"(03571) 44 - 0",,"info@seenlandklinikum.de","https://www.seenlandklinikum.de/home.html","https://www.facebook.com/pages/Seenlandklinikum-Hoyerswerda/172854149400547",,,"Deutsch","Klinik für Anästhesie, Intensiv- und Notfallmedizin, Klinik für Viszeral-, Thorax-, Gefäß- und Kinderchirurgie, Klinik für Orthopädie, Unfallchirurgie und Handchirurgie, Klinik für Urologie, Kinderurologie und onkologische Urologie, Klinik für Gynäkologie und Geburtshilfe, Hals-Nasen-Ohren-Klinik, Klinik für Dermatologie, Allergologie, Dermatochirurgie, Klinik für Kardiologie und Angiologie, Klinik für Neurologie, Klinik für Pneumologie und Schlafmedizin, Klinik für Gastroenterologie, Diabetologie und Infektiologie, Klinik für Geriatrie, Klinik für Kinder- und Jugendmedizin, Augenbelegabteilung, Institut für Radiologie, Institut für Laboratoriumsmedizin/Mikrobiologie und Krankenhaushygiene, Institut für Pathologie","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.44251","14.27073"
"Malteser Krankenhaus Sankt Johannes",,"Nebelschützer Straße 40","01917","Kamenz",,"03578 786-0","03578 786-115","krankenhaus.kamenz@malteser.de","http://www.malteser-krankenhaus-stjohannes.de",,,,"Deutsch","Innere Medizin, Palliativstation, Chirurgie, Geburtshilfe, Gynäkologie, Anästhesie und Intensivmedizin, Medizinische Zentren","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.26433","14.12324"
"Asklepios - ASB Klinik",,"Pulsnitzer Straße 60","01454","Radeberg",,"03528 4590","03528 442809","radeberg@asklepios.com","https://www.asklepios.com/radeberg/","https://www.facebook.com/AsklepiosASBKlinikRadeberg/?fref=ts",,,"Deutsch","Allgemein- und Viszeralchirurgie, Anästhesie und Intensivtherapie, Innere Medizin, Orthopädie und Unfallchirurgie","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.1236","13.9303"
"Sächsisches Krankenhaus für Psychiatrie und Neurologie",,"Hufelandstraße 15","01477","Arnsdorf",,"035200 26-0","035200 26-2212","poststelle@skhar.sms.sachsen.de","https://www.skh-arnsdorf.sachsen.de/startseite/",,,,"Deutsch","Klinik für Psychiatrie und Psychotherapie, Klinik für Neurologie und neurologische Intensivmedizin, Klinik für Kinder- und Jugendpsychiatrie und -psychotherapie, Klinik für forensische Psychiatrie","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.095222","13.997087"
"Sächsisches Epilepsiezentrum",,"Kleinwachau, Wachauer Straße 30","01454","Radeberg",,"03528 431-0","03528 431-1030","kontakt@kleinwachau.de","http://www.kleinwachau.de/","https://www.facebook.com/pages/Kleinwachau-S%C3%A4chsisches-Epilepsiezentrum/195490797159597?fref=ts",,,"Deutsch","Kompetenzzentrum für Diagnostik und Behandlung von Patienten mit Epilepsie und anderen Anfallserkrankungen","Allgemeines - Unterpunkt: medizinische Versorgung","010cfae4-7506-425b-ba37-80e8d83427f0","hospital","51.142127","13.901405"
"Dr. med. Dieter Breyer",,"Lessingstraße 1 c","02625 ","Bautzen","Montag: 8-12 und 14-17 Uhr
Dienstag: 8-12 und 14-17 Uhr
Mittwoch: 8-12 Uhr
Donnerstag: 8-12 und 14-17 Uhr
Freitag: 8-12 Uhr
Samstag und Sonntag geschlossen","(035 91) 42520",,,,,,,"Deutsch","Facharzt für Allgemeinmedizin und Praktischer Arzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.1786","14.43385"
"Andrea Gneuß",,"Kornmarkt 20","02625","Bautzen","Montag: 7-12 Uhr
Dienstag: 7-12 und 16-18 Uhr
Mittwoch: 7-10 Uhr
Donnerstag: 7-12 und 16-18 Uhr
Freitag: 7-12
Samstag und Sonntag geschlossen","(03591) 42414","(03591) 53 02 81",,,,,,"Deutsch","Fachärztin für Allgemeinmedizin und Praktische Ärztin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.180051","14.427774"
"Barbara Wachner",,"Schäfferstraße 37","02625","Bautzen","Montag: 8-12 Uhr
Dienstag: 8-12 und 14-18 Uhr
Mittwoch: 8-12 Uhr
Donnerstag: 8-12 und 14-18 Uhr
Freitag: 8-12 Uhr
Samstag und Sonntag geschlossen","(03591) 44217",,,,,,,"Deutsch","Hausärztliche Internistin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.185557","14.429995"
"Conrad Rentsch",,"Bautzener Straße 56","02681","Kirschau","Montag: 8-15 Uhr
Dienstag: 8-18 Uhr
Mittwoch: 8-13 Uhr
Donnerstag: 8-15 Uhr
Freitag: 8-15 Uhr","(03592) 50 23 36",,,"http://www.augenarzt-rentsch.de/",,,,"Deutsch","Facharzt für Augenheilkunde","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.09622","14.428733"
"Dr. med. Bisserka Kantchewa-Haustein",,"Andersen-Nexö-Straße 4","02625","Bautzen","Montag: 8-12 und 14-18 Uhr
Dienstag: 8-12 Uhr
Mittwoch: 14-18 Uhr
Donnerstag: 8-12 und 14-18 Uhr
Freitag: 8-12 Uhr","(03591) 37990",,,,,,,"Deutsch","Fachärztin für Allgemeinmedizin und Praktische Ärztin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.17881","14.4183"
"Christine und Enrique Murillo",,"Töpferstraße 17","02625","Bautzen","Montag: 10-13 und 15-18 Uhr
Dienstag: 8-11 Uhr
Mittwoch: 8-13 Uhr
Donnerstag: 10-13 und 16-18 Uhr
Freitag: 8-11 Uhr","(03591) 42092",,,,,,,"Deutsch, Spanisch","Fachärzte für Allgemeinmedizin, Naturheilverfahren","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Dr. med. Ralf Jähnig",,"Töpferstraße 17","02625","Bautzen","Montag: 7-18 Uhr
Dienstag: 7-12 Uhr
Mittwoch: 14-18 Uhr
Donnerstag: 7-18 Uhr
Freitag: 7-13 Uhr","(03591) 41135",,,,,,,"Deutsch","Facharzt für Chirurgie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Dr. med. Silvia Mirtschink",,"Töpferstraße 17","02625","Bautzen","Montag: 7.30 - 11 Uhr
Dienstag: 7.30 -12.30 Uhr und 14-18 Uhr
Mittwoch: 7.30 - 12.30 Uhr
Donnerstag: 14-18 Uhr
Freitag: 7.30 - 12.30 Uhr","(03591) 43123",,,,,,,"Deutsch","Hautarzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Brigitte Rentsch",,"Töpferstraße 17","02625","Bautzen","Montag-Freitag: 7.30 - 12.30 Uhr
Montag: 14-18 Uhr","(03591) 44180",,,,,,,"Deutsch","Augenheilkunde","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Dr. med. Sibylle Hackbarth",,"Friedrich-Ebert-Straße 6","02625","Bautzen","Montag: 7.30 - 12 Uhr und 14-17 Uhr
Dienstag: 7.30-12 Uhr und 14-17 Uhr
Mittwoch: 7.30 - 12 Uhr
Donnerstag: 7.30-12 und 14-19 Uhr
Freitag: 7.30-12 und 14-17 Uhr","(03591) 22084",,,,,,,"Deutsch","Kinderärztin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.19257","14.44962"
"Dr. med. Ulrike Ehlers",,"Lessingstraße 6","02625","Bautzen","Montag: 8-12 und 14-16 Uhr
Dienstag: 8-12 und 14-18 Uhr
Mittwoch: 8-12 Uhr
Donnerstag: 8-12 und 14-16 Uhr
Freitag: 8-12 Uhr","(03591) 42436",,,,,,,"Deutsch","Hautärztin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.178097","14.433921"
"Dr. med. Christfriede Bürger",,"Hanns-Eisler-Straße 1","02625","Bautzen","Montag: 8-12 und 14-18 Uhr
Dienstag: 8-12 Uhr
Mittwoch: 8-12 Uhr
Donnerstag: 8-12 und 14-18 Uhr
Freitag: 8-12 Uhr","(03591) 605513","(03591) 277210",,,,,,"Deutsch","Fachärztin für Allgemeinmedizin und Praktische Ärztin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.1751","14.45291"
"Dr. med. Tatjana Castro Rodriguez",,"Hanns-Eisler-Straße 1","02625","Bautzen","Montag: 7.30 - 12 Uhr
Dienstag: 14 - 18 Uhr
Mittwoch: 7.30 - 12 Uhr
Donnerstag: 7.30 - 12 Uhr und 14 - 16 Uhr
Freitag: 7.30 - 12 Uhr","(03591) 23113","(03591) 277210",,,,,,"Deutsch","Fachärztin für Allgemeinmedizin und Praktischer Arzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.1751","14.45291"
"Dr. med. Ulrike Prengel",,"Goschwitzstraße 16","02625","Bautzen","Montag: 8-12 und 14-17.30 Uhr
Dienstag: 8 - 10 Uhr
Mittwoch: 8 - 12 Uhr
Donnerstag: 8 - 12 Uhr
Freitag: 8 - 12 Uhr","(03591) 303915","(03591) 278998",,,,,,"Deutsch","Fachärztin für Allgemeinmedizin ","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.178453","14.425913"
"Dr. med. Georg Rentsch",,"Muskauer Straße 20c","02625","Bautzen","Montag: 8-12 Uhr un 15-18 Uhr
Dienstag: 8 - 12 Uhr
Mittwoch: 8 - 12 Uhr
Donnerstag: 8-12 und 15-18 Uhr
Freitag: 8 - 12 Uhr","(03591) 601477",,,,,,,"Deutsch","Facharzt für Allgemeinmedizin und Praktischer Arzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.185679","14.442763"
"Dr. med. Ines Schampera, Dr. med. Frank Schampera",,"August-Bebel-Platz 4","02625","Bautzen","Montag: 8-12 Uhr und 15-18 Uhr
Dienstag: 8 - 12 Uhr
Mittwoch: 8 - 12 Uhr und 15-18 Uhr
Donnerstag: 8 - 12 Uhr
Freitag: 8 - 12 Uhr","(03591) 211260",,,,,,,"Deutsch","Fachärzte für Allgemeinmedizin und Praktische Ärzte","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.176231","14.433053"
"Dr. med. Christiane Stehr
Dr. med. Cornelia Boeck",,"Lessingstraße 5","02625","Bautzen","Montag: 8 - 14 Uhr
Dienstag: 8-12 Uhr und 15-18 Uhr
Mittwoch: 8 - 13 Uhr
Donnerstag: 8-12 Uhr und 15-18  Uhr
Freitag: 8 - 12 Uhr","(03591) 328822",,,,,,,"Deutsch","Fachärztin für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.17805","14.4349"
"Dr. med. Ullrich Gebhardt",,"Töpferstraße 17","02625","Bautzen","Montag: 7.30 - 17 Uhr
Dienstag: 7.30 - 17 Uhr
Mittwoch: 7.30 - 17 Uhr
Donnerstag: 7.30 - 17 Uhr
Freitag: 7.30 - 14 Uhr","(03591) 43149","(03591) 460094",,"http://www.op-zentrum-ol.com/",,,,"Deutsch","Facharzt für Chirurgie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
"Dr. med. Andreas Buchholz",,"Weigangstraße 14","02625","Bautzen","Montag: 7.30-13 Uhr und 16-19 Uhr
Dienstag: 7.30-13 Uhr und 14-16 Uhr
Mittwoch: 7.30 - 13 Uhr
Donnerstag: 7.30-13 Uhr und 14-16 Uhr
Freitag: 7.30 - 13 Uhr","(03591) 40409","(03591) 43165",,,,,,"Deutsch","Facharzt für Allgemeinmedizin und Praktischer Arzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.177561","14.438933"
"Dr. med. Annette Eißler",,"Wendische Straße 7","02625","Bautzen","Montag: 7-12 Uhr und 13-18 Uhr
Dienstag: 7-12 Uhr und 13-16 Uhr
Mittwoch: 7 - 13 Uhr
Donnerstag: 7-12 Uhr und 13-15 Uhr
Freitag: 7 - 13 Uhr","(03591) 42028","(03591) 326325",,,,,,"Deutsch","Fachärztin für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.182076","14.42627"
"Dipl.-Med. Hanka Gruß",,"Weigangstraße 14","02625","Bautzen","Montag: 7.30-11 Uhr und 13.30-18.30 Uhr
Dienstag: 7.30 - 11 Uhr
Mittwoch: 7.30 - 11 Uhr
Donnerstag: 7.30-11 Uhr und 13.30-17 Uhr
Freitag: 7.30 - 11 Uhr","(03591) 44396",,,,,,,"Deutsch","Fachärztin für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.177561","14.438933"
"Dipl.-Med. Birgit Truhel
Dipl.-Med. Ute Zielina",,"Gesundbrunnenring 45","02625","Bautzen","Montag: 8-12 Uhr und 13.30-15 Uhr
Dienstag: 8-12 Uhr und 14-19 Uhr
Mittwoch: 8 - 12 Uhr
Donnerstag: 13.30 - 18 Uhr
Freitag: 8 - 12 Uhr","(03591) 23163",,,,,,,"Deutsch","Fachärztinnen für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.19293","14.442"
"Dr.-med. Suann Vanryssell",,"Bertold-Brecht-Straße 2","02625","Bautzen","Montag-Freitag: 8 - 12 Uhr
Dienstag: 14 - 18 Uhr
Donnerstag: 14 - 18 Uhr","(03591) 211012",,,,,,,"Deutsch","Fachärztin für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.177843","14.441392"
"Dipl.-Med. Martin Böhmer
Dipl.-Med. Sabine Böhmer",,"Am Schafberg 7","02625 ","Bautzen","Montag: 8-12 Uhr und 15-18 Uhr
Dienstag: 8-12 Uhr und 15-18 Uhr
Mittwoch: 8 - 12 Uhr
Donnerstag: 8-12 Uhr und 15-18 Uhr
Freitag: 8 - 12 Uhr","(03591) 601895",,,,,,,"Deutsch","Kinder- und Jugendmedizin, Fachärztin für Allgemeinmedizin","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.18877","14.47305"
"Dieter Gamerdinger",,"Bahnhofstraße 17","02625","Bautzen","Montag-Freitag: 8 - 12 Uhr
Montag: 14 - 18 Uhr
Dienstag: 15 - 18 Uhr
Donnerstag: 15 - 17 Uhr","(03591) 491500","(03591) 491501","info@orthopaedie-bautzen.de","http://www.orthopaedie-bautzen.de/",,,,"Deutsch","Facharzt für Orthopädie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.174997","14.42957"
"Dr. Michael Bär",,"Löbauer Straße 17","02625","Bautzen","Montag: 9 - 15 Uhr
Dienstag: 9 - 13 Uhr und 14 - 17 Uhr
Donnerstag: 9-13 Uhr und 14-17 Uhr","(03591) 2777140",,"info@hautarztpraxis-baer.de","http://www.hautarztpraxis-baer.de/",,,,"Deutsch","Hautarzt","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.18063","14.44209"
"Dr. med. Karsten Winkler",,"Töpferstraße 17","02625","Bautzen","Montag: 14 - 16 Uhrr
Dienstag: 8 - 12 Uhr und 14 - 18 Uhr
Donnerstag: 8-12 Uhr und 14-18 Uhr
Freitag: 8 - 12 Uhr","(03591) 43118","(03591) 328895",,"http://www.orthopaediepraxis-winkler.de/",,,,"Deutsch","Facharzt für Orthopädie/Unfallchirurgie","Allgemeines - Unterpunkt: medizinische Versorgung","fa815876-ad1d-433e-87ff-8de20639e2b1","medical-counselling","51.183108","14.429835"
